line_item,section,is_ratio,sort_order,is_subtotal,version,period,lob,value
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Jan,Motor,4.64
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Jan,Travel,1.64
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Jan,Home,1.19
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Jan,CHC,0.84
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Feb,Motor,4.64
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Feb,Travel,1.66
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Feb,Home,1.18
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Feb,CHC,0.84
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Mar,Motor,5.25
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Mar,Travel,1.86
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Mar,Home,1.29
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Mar,CHC,0.93
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q1,Motor,14.51
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q1,Travel,5.13
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q1,Home,3.7
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q1,CHC,2.72
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Apr,Motor,4.78
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Apr,Travel,1.64
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Apr,Home,1.18
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Apr,CHC,0.83
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,May,Motor,4.71
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,May,Travel,1.64
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,May,Home,1.18
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,May,CHC,0.83
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Jun,Motor,5.35
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Jun,Travel,1.91
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Jun,Home,1.32
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Jun,CHC,0.96
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q2,Motor,14.9
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q2,Travel,5.11
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q2,Home,3.69
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q2,CHC,2.65
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,H1,Motor,29.48
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,H1,Travel,10.15
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,H1,Home,7.36
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,H1,CHC,5.35
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q3,Motor,15.11
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q3,Travel,5.24
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q3,Home,3.83
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q3,CHC,2.61
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q4,Motor,14.95
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q4,Travel,5.17
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q4,Home,3.83
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,Q4,CHC,2.61
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,2026FY,Motor,57.93
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,2026FY,Travel,20.37
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,2026FY,Home,14.13
GWP Net of IC and FREASS,Technical,False,2,False,Actuals,2026FY,CHC,10.49
GEP,Technical,False,3,False,Budget,Jan,Motor,11.82
GEP,Technical,False,3,False,Budget,Jan,Travel,4.21
GEP,Technical,False,3,False,Budget,Jan,Home,3.02
GEP,Technical,False,3,False,Budget,Jan,CHC,2.24
GEP,Technical,False,3,False,Budget,Feb,Motor,12.23
